0.78824,0.79608,0.79608,1
0.78824,0.79608,0.79608,1
0.78824,0.79608,0.79608,1
0.78824,0.79608,0.79608,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.79216,0.80000,0.80000,1
0.78824,0.79608,0.79608,1
0.78431,0.79216,0.79216,1
0.78431,0.79216,0.79216,1
0.79216,0.80000,0.80000,1
0.79216,0.80000,0.80000,1
0.79216,0.80000,0.80000,1
0.79216,0.80000,0.80000,1
0.79216,0.80000,0.80000,1
0.79216,0.80000,0.80000,1
0.65882,0.66667,0.67059,1
0.66275,0.67059,0.67451,1
0.67059,0.67843,0.68235,1
0.67843,0.68627,0.69020,1
0.67843,0.68627,0.69020,1
0.78824,0.79608,0.79608,1
0.78431,0.79216,0.79216,1
0.78431,0.79216,0.79216,1
0.78039,0.78824,0.78824,1
0.77255,0.78039,0.78039,1
0.77255,0.78039,0.78039,1
0.77255,0.78039,0.78039,1
0.77255,0.78039,0.78039,1
0.77255,0.78039,0.78039,1
0.77255,0.78039,0.78039,1
0.77255,0.78039,0.78039,1
0.66667,0.67451,0.67451,1
0.65490,0.66275,0.66667,1
0.67451,0.68235,0.68627,1
0.69412,0.70196,0.70588,1
0.70588,0.71373,0.71765,1
0.70980,0.71765,0.72157,1
0.70980,0.71765,0.72157,1
0.70980,0.71765,0.72157,1
0.71373,0.72157,0.72549,1
0.68627,0.69412,0.69804,1
0.69412,0.70196,0.70588,1
0.73333,0.74118,0.74118,1
0.73333,0.74118,0.74118,1
0.73725,0.74510,0.74510,1
0.74118,0.74902,0.74902,1
0.70980,0.71765,0.71765,1
0.72549,0.73333,0.73333,1
0.74118,0.74902,0.74902,1
0.74510,0.75294,0.75294,1
0.74510,0.75294,0.75294,1
0.74118,0.74902,0.74902,1
0.74118,0.74902,0.74902,1
0.64706,0.65490,0.65490,1
0.65098,0.65882,0.65882,1
0.67843,0.68627,0.69020,1
0.66275,0.67059,0.67451,1
0.65098,0.65882,0.66275,1
0.65490,0.66275,0.66667,1
0.67451,0.68235,0.68627,1
0.69020,0.69804,0.70196,1
0.69412,0.70196,0.70588,1
0.69020,0.69804,0.70196,1
0.69804,0.70588,0.70980,1
0.69412,0.70196,0.70588,1
0.69020,0.69804,0.70196,1
0.75686,0.76471,0.76471,1
0.75294,0.76078,0.76078,1
0.75686,0.76471,0.76471,1
0.76471,0.77255,0.77255,1
0.76863,0.77647,0.77647,1
0.77255,0.78039,0.78039,1
0.78039,0.78824,0.78824,1
0.78824,0.79608,0.79608,1
0.79216,0.80000,0.80000,1
0.78824,0.79608,0.79608,1
0.78431,0.79216,0.79216,1
0.78039,0.78824,0.78824,1
0.67451,0.68235,0.68235,1
0.67843,0.68627,0.68627,1
0.66275,0.67059,0.67451,1
0.66275,0.67059,0.67451,1
0.66275,0.67059,0.67451,1
0.66275,0.67059,0.67451,1
0.66275,0.67059,0.67451,1
0.66275,0.67059,0.67451,1
0.67059,0.67843,0.68235,1
0.67451,0.68235,0.68627,1
0.66667,0.67451,0.67843,1
0.66275,0.67059,0.67451,1
0.66667,0.67451,0.67843,1
0.78039,0.78824,0.78824,1
0.78431,0.79216,0.79216,1
0.78824,0.79608,0.79608,1
0.79216,0.80000,0.80000,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.79608,0.80392,0.80392,1
0.78431,0.79216,0.79216,1
0.77647,0.78431,0.78431,1
0.66667,0.67451,0.67451,1
0.67451,0.68235,0.68235,1
0.66667,0.67451,0.67843,1
0.67843,0.68627,0.69020,1
0.69020,0.69804,0.70196,1
0.68627,0.69412,0.69804,1
0.66667,0.67451,0.67843,1
0.65882,0.66667,0.67059,1
0.66667,0.67451,0.67843,1
0.67451,0.68235,0.68627,1
0.66667,0.67451,0.67843,1
0.66667,0.67451,0.67843,1
0.66667,0.67451,0.67843,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.79608,0.80392,0.80392,1
0.79608,0.80392,0.80392,1
0.78824,0.79608,0.79608,1
0.78431,0.79216,0.79216,1
0.78824,0.79608,0.79608,1
0.79216,0.80000,0.80000,1
0.78824,0.79608,0.79608,1
0.77647,0.78431,0.78431,1
0.65098,0.65882,0.65882,1
0.65490,0.66275,0.66275,1
0.65882,0.66667,0.66667,1
0.65882,0.66667,0.67059,1
0.66667,0.67451,0.67843,1
0.67059,0.67843,0.68235,1
0.66667,0.67451,0.67843,1
0.65490,0.66275,0.66667,1
0.64706,0.65490,0.65882,1
0.65490,0.66275,0.66667,1
0.65882,0.66667,0.67059,1
0.66667,0.67451,0.67843,1
0.66275,0.67059,0.67451,1
0.65882,0.66667,0.67059,1
0.65882,0.66667,0.67059,1
0.80784,0.81569,0.81569,1
0.80000,0.80784,0.80784,1
0.78824,0.79608,0.79608,1
0.78431,0.79216,0.79216,1
0.80000,0.80784,0.80784,1
0.79216,0.80000,0.80000,1
0.78824,0.79608,0.79608,1
0.79216,0.80000,0.80000,1
0.80000,0.80784,0.80784,1
0.80392,0.81176,0.81176,1
0.79608,0.80392,0.80392,1
0.60784,0.61569,0.61569,1
0.60784,0.61569,0.61569,1
0.63137,0.63922,0.64314,1
0.61961,0.62745,0.63137,1
0.60784,0.61569,0.61961,1
0.60784,0.61569,0.61961,1
0.61569,0.62353,0.62745,1
0.62745,0.63529,0.63922,1
0.62745,0.63529,0.63922,1
0.62353,0.63137,0.63529,1
0.63529,0.64314,0.64706,1
0.63137,0.63922,0.64314,1
0.62353,0.63137,0.63529,1
0.80392,0.81176,0.81176,1
0.79608,0.80392,0.80392,1
0.78431,0.79216,0.79216,1
0.77647,0.78431,0.78431,1
0.79216,0.80000,0.80000,1
0.78824,0.79608,0.79608,1
0.78824,0.79608,0.79608,1
0.79216,0.80000,0.80000,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.80000,0.80784,0.80784,1
0.60784,0.61569,0.61569,1
0.60392,0.61176,0.61176,1
0.63529,0.64314,0.64706,1
0.61569,0.62353,0.62745,1
0.60000,0.60784,0.61176,1
0.60392,0.61176,0.61569,1
0.62353,0.63137,0.63529,1
0.63922,0.64706,0.65098,1
0.63922,0.64706,0.65098,1
0.63137,0.63922,0.64314,1
0.62353,0.63137,0.63529,1
0.62745,0.63529,0.63922,1
0.62745,0.63529,0.63922,1
0.79216,0.80000,0.80000,1
